1687166689.380,37.240,-0.212,0.039
1687166689.380,37.240,-0.212,0.039
1687166689.390,37.234,-0.216,0.032
1687166689.390,37.231,-0.207,0.028
1687166689.390,37.242,-0.216,0.025
1687166689.390,37.242,-0.216,0.025
1687166689.390,37.245,-0.203,0.029
1687166689.390,37.245,-0.203,0.029
1687166689.390,37.245,-0.203,0.029
1687166689.390,37.245,-0.203,0.029
1687166689.390,37.253,-0.203,0.022
1687166689.420,37.253,-0.203,0.022
1687166689.480,37.253,-0.203,0.022
1687166689.530,37.253,-0.203,0.022
1687166689.570,37.242,-0.194,0.025
1687166689.620,37.244,-0.198,0.012
1687166689.680,37.242,-0.194,0.025
1687166689.730,37.236,-0.198,0.019
1687166689.770,37.244,-0.198,0.012
1687166689.820,37.247,-0.207,0.016
1687166689.870,37.247,-0.207,0.016
1687166689.920,37.247,-0.207,0.016
1687166689.980,37.260,-0.225,0.016
1687166690.030,37.268,-0.225,0.010
1687166690.080,37.260,-0.225,0.016
1687166690.130,37.260,-0.225,0.016
1687166690.180,37.263,-0.212,0.019
1687166690.220,37.263,-0.212,0.019
1687166690.270,37.250,-0.194,0.019
1687166690.330,37.250,-0.194,0.019
1687166690.380,37.239,-0.185,0.022
1687166690.430,37.230,-0.180,0.042
1687166690.480,37.243,-0.176,0.042
1687166690.530,37.246,-0.185,0.046
1687166690.580,37.254,-0.185,0.039
1687166690.620,37.251,-0.198,0.036
1687166690.680,37.261,-0.207,0.033
1687166690.730,37.272,-0.216,0.030
1687166690.770,37.264,-0.216,0.036
1687166690.820,37.264,-0.216,0.036
1687166690.870,37.266,-0.221,0.023
1687166690.920,37.266,-0.221,0.023
1687166690.970,37.263,-0.212,0.019
1687166691.030,37.263,-0.212,0.019
1687166691.070,37.269,-0.207,0.026
1687166691.130,37.274,-0.221,0.016
1687166691.170,37.271,-0.212,0.013
1687166691.220,37.274,-0.221,0.016
1687166691.270,37.274,-0.221,0.016
1687166691.320,37.263,-0.212,0.019
1687166691.370,37.271,-0.212,0.013
1687166691.420,37.271,-0.212,0.013
1687166691.470,37.268,-0.203,0.010
1687166691.520,37.276,-0.207,0.020
1687166691.570,37.260,-0.203,0.016
1687166691.620,37.269,-0.207,0.026
1687166691.670,37.266,-0.198,0.023
1687166691.730,37.258,-0.198,0.029
1687166691.780,37.264,-0.194,0.036
1687166691.820,37.272,-0.194,0.030
1687166691.880,37.269,-0.207,0.026
1687166691.920,37.269,-0.207,0.026
1687166691.970,37.269,-0.207,0.026
1687166692.020,37.269,-0.207,0.026
1687166692.080,37.269,-0.207,0.026
1687166692.120,37.269,-0.207,0.026
1687166692.180,37.263,-0.212,0.019
1687166692.220,37.263,-0.212,0.019
1687166692.270,37.269,-0.207,0.026
1687166692.320,37.269,-0.207,0.026
1687166692.370,37.269,-0.207,0.026
1687166692.420,37.269,-0.207,0.026
1687166692.470,37.269,-0.207,0.026
1687166692.520,37.269,-0.207,0.026
1687166692.570,37.263,-0.212,0.019
1687166692.620,37.263,-0.212,0.019
1687166692.670,37.272,-0.216,0.030
1687166692.720,37.272,-0.216,0.030
1687166692.770,37.272,-0.216,0.030
1687166692.820,37.266,-0.221,0.023
1687166692.870,37.266,-0.221,0.023
1687166692.920,37.258,-0.221,0.029
1687166692.970,37.258,-0.221,0.029
1687166693.020,37.258,-0.221,0.029
1687166693.070,37.258,-0.221,0.029
1687166693.120,37.258,-0.221,0.029
1687166693.170,37.266,-0.221,0.023
1687166693.220,37.266,-0.221,0.023
1687166693.270,37.258,-0.221,0.029
1687166693.320,37.264,-0.216,0.036
1687166693.370,37.264,-0.216,0.036
1687166693.420,37.266,-0.221,0.023
1687166693.470,37.266,-0.221,0.023
1687166693.530,37.264,-0.216,0.036
1687166693.570,37.264,-0.216,0.036
1687166693.630,37.272,-0.216,0.030
1687166693.670,37.264,-0.216,0.036
1687166693.720,37.264,-0.216,0.036
1687166693.770,37.272,-0.216,0.030
1687166693.820,37.272,-0.216,0.030
1687166693.880,37.272,-0.216,0.030
1687166693.930,37.272,-0.216,0.030
1687166694.010,37.272,-0.216,0.030
1687166694.020,37.272,-0.216,0.030
1687166694.090,37.272,-0.216,0.030
1687166694.130,37.270,-0.212,0.043
1687166694.180,37.273,-0.221,0.046
1687166694.220,37.275,-0.225,0.033
1687166694.270,37.273,-0.221,0.046
1687166694.330,37.280,-0.221,0.040
1687166694.370,37.272,-0.216,0.030
1687166694.420,37.272,-0.216,0.030
1687166694.470,37.280,-0.221,0.040
1687166694.520,37.282,-0.225,0.027
1687166694.570,37.275,-0.225,0.033
1687166694.620,37.275,-0.225,0.033
1687166694.670,37.275,-0.225,0.033
1687166694.720,37.280,-0.221,0.040
1687166694.770,37.275,-0.225,0.033
1687166694.820,37.275,-0.225,0.033
1687166694.870,37.275,-0.225,0.033
1687166694.940,37.280,-0.221,0.040
1687166694.980,37.275,-0.225,0.033
1687166695.040,37.275,-0.225,0.033
1687166695.080,37.275,-0.225,0.033
1687166695.130,37.280,-0.221,0.040
1687166695.170,37.275,-0.225,0.033
1687166695.220,37.275,-0.225,0.033
1687166695.280,37.275,-0.225,0.033
1687166695.330,37.275,-0.225,0.033
1687166695.380,37.275,-0.225,0.033
1687166695.430,37.269,-0.230,0.026
1687166695.470,37.275,-0.225,0.033
1687166695.520,37.275,-0.225,0.033
1687166695.570,37.269,-0.230,0.026
1687166695.620,37.269,-0.230,0.026
1687166695.670,37.269,-0.230,0.026
1687166695.730,37.275,-0.225,0.033
1687166695.780,37.276,-0.230,0.020
1687166695.820,37.276,-0.230,0.020
1687166695.870,37.276,-0.230,0.020
1687166695.920,37.276,-0.230,0.020
1687166695.970,37.276,-0.230,0.020
1687166696.020,37.276,-0.230,0.020
1687166696.070,37.276,-0.230,0.020
1687166696.120,37.276,-0.230,0.020
1687166696.180,37.276,-0.230,0.020
1687166696.220,37.276,-0.230,0.020
1687166696.280,37.276,-0.230,0.020
1687166696.330,37.269,-0.230,0.026
1687166696.380,37.276,-0.230,0.020
1687166696.420,37.269,-0.230,0.026
1687166696.480,37.276,-0.230,0.020
1687166696.520,37.269,-0.230,0.026
1687166696.570,37.269,-0.230,0.026
1687166696.630,37.268,-0.225,0.010
1687166696.670,37.271,-0.234,0.013
1687166696.740,37.268,-0.225,0.010
1687166696.770,37.271,-0.234,0.013
1687166696.830,37.271,-0.234,0.013
1687166696.870,37.271,-0.234,0.013
1687166696.920,37.271,-0.234,0.013
1687166696.970,37.268,-0.225,0.010
1687166697.020,37.268,-0.225,0.010
1687166697.080,37.278,-0.234,0.007
1687166697.120,37.278,-0.234,0.007
1687166697.170,37.278,-0.234,0.007
1687166697.220,37.284,-0.230,0.013
1687166697.270,37.276,-0.230,0.020
1687166697.320,37.276,-0.230,0.020
1687166697.370,37.271,-0.234,0.013
1687166697.420,37.271,-0.234,0.013
1687166697.480,37.271,-0.234,0.013
1687166697.530,37.284,-0.230,0.013
1687166697.580,37.268,-0.225,0.010
1687166697.630,37.268,-0.225,0.010
1687166697.680,37.268,-0.225,0.010
1687166697.730,37.275,-0.225,0.003
1687166697.770,37.275,-0.225,0.003
1687166697.830,37.275,-0.225,0.003
1687166697.870,37.275,-0.225,0.003
1687166697.930,37.275,-0.225,0.003
1687166697.970,37.270,-0.229,-0.004
1687166698.020,37.270,-0.229,-0.004
1687166698.070,37.275,-0.225,0.003
1687166698.120,37.275,-0.225,0.003
1687166698.170,37.270,-0.229,-0.004
1687166698.220,37.270,-0.229,-0.004
1687166698.270,37.270,-0.229,-0.004
1687166698.330,37.270,-0.229,-0.004
1687166698.370,37.277,-0.229,-0.010
1687166698.420,37.277,-0.229,-0.010
1687166698.480,37.277,-0.229,-0.010
1687166698.520,37.277,-0.229,-0.010
1687166698.570,37.270,-0.229,-0.004
1687166698.630,37.270,-0.229,-0.004
1687166698.680,37.277,-0.229,-0.010
1687166698.730,37.270,-0.229,-0.004
1687166698.770,37.270,-0.229,-0.004
1687166698.820,37.270,-0.229,-0.004
1687166698.880,37.270,-0.229,-0.004
1687166698.930,37.270,-0.229,-0.004
1687166698.980,37.270,-0.229,-0.004
1687166699.020,37.270,-0.229,-0.004
1687166699.080,37.277,-0.229,-0.010
1687166699.130,37.277,-0.229,-0.010
1687166699.180,37.270,-0.229,-0.004
1687166699.230,37.270,-0.229,-0.004
1687166699.280,37.270,-0.229,-0.004
1687166699.330,37.270,-0.229,-0.004
1687166699.380,37.270,-0.229,-0.004
1687166699.430,37.270,-0.229,-0.004
1687166699.480,37.270,-0.229,-0.004
1687166699.530,37.270,-0.229,-0.004
1687166699.580,37.277,-0.229,-0.010
1687166699.630,37.277,-0.229,-0.010
1687166699.680,37.277,-0.229,-0.010
1687166699.730,37.277,-0.229,-0.010
1687166699.780,37.277,-0.229,-0.010
1687166699.830,37.277,-0.229,-0.010
1687166699.880,37.277,-0.229,-0.010
1687166699.930,37.277,-0.229,-0.010
1687166699.980,37.277,-0.229,-0.010
1687166700.030,37.277,-0.229,-0.010
1687166700.080,37.277,-0.229,-0.010
1687166700.130,37.285,-0.229,-0.017
1687166700.180,37.285,-0.229,-0.017
1687166700.230,37.285,-0.229,-0.017
1687166700.280,37.285,-0.229,-0.017
1687166700.330,37.285,-0.229,-0.017
1687166700.380,37.277,-0.229,-0.010
1687166700.430,37.277,-0.229,-0.010
1687166700.480,37.274,-0.221,-0.014
1687166700.520,37.274,-0.221,-0.014
1687166700.570,37.277,-0.229,-0.010
1687166700.620,37.277,-0.229,-0.010
1687166700.670,37.277,-0.229,-0.010
1687166700.740,37.277,-0.229,-0.010
1687166700.790,37.270,-0.229,-0.004
1687166700.830,37.270,-0.229,-0.004
1687166700.880,37.270,-0.229,-0.004
1687166700.930,37.277,-0.229,-0.010
1687166700.990,37.270,-0.229,-0.004
1687166701.030,37.270,-0.229,-0.004
1687166701.080,37.277,-0.229,-0.010
1687166701.130,37.277,-0.229,-0.010
1687166701.180,37.274,-0.221,-0.014
1687166701.230,37.274,-0.221,-0.014
1687166701.280,37.274,-0.221,-0.014
1687166701.330,37.274,-0.221,-0.014
1687166701.380,37.274,-0.221,-0.014
